step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
17,B,step_totals,,,,,,,,,,,,,,,,,,,,,87.9000000000001,,,19.5,0.22184300341296903,56.0,0.6370875995449367,0.0,0.0,0.014434311264272005,0.05357142857142857,0.0,0,3,8,26,,39,56,38,6.400000000000003,0.07281001137656422,6.000000000000003,0.06825938566552896,32,30,51
18,B,all_agents,,,40,25,10,5,25,0,0.25193948003111793,0.19947946925969814,0.694989763962959,0.017422462675514016,117,30,0.75,43,3.9767441860465116,1.2325581395348837,31.325,580,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B,participants_only,,,30,25,0,5,25,0,0.26721567103874033,0.21879872814951784,0.694989763962959,0.02031627294058738,117,30,1.0,43,3.9767441860465116,1.2325581395348837,25.1,580,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B,nonparticipants_only,,,10,0,10,0,0,0,0.20611090700825088,0.1795915089513529,0.5328503121991519,0.005940687739877586,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B,step_totals,,,,,,,,,,,,,,,,,,,,,79.40000000000009,,,18.0,0.2267002518891685,50.0,0.629722921914357,0.0,0.0,0.017180560337440462,0.14,0.0,0,7,13,43,,36,50,34,5.400000000000002,0.06801007556675058,6.000000000000003,0.07556675062972287,27,30,34
19,B,all_agents,,,40,27,10,3,27,0,0.2561209464144227,0.20480307217163993,0.6915148151431442,0.01832174481916302,119,30,0.75,43,3.9767441860465116,1.2325581395348837,31.2,612,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B,participants_only,,,30,27,0,3,27,0,0.2726214165363787,0.2221739453377999,0.6915148151431442,0.021430286786205198,119,30,1.0,43,3.9767441860465116,1.2325581395348837,24.933333333333334,612,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B,nonparticipants_only,,,10,0,10,0,0,0,0.2066195360485545,0.18077618467929912,0.5301860606381561,0.0057289327470897025,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.90000000000009,,,19.5,0.22439585730724948,55.0,0.6329113924050627,0.0,0.0,0.013467177798372674,0.03636363636363636,0.0,0,2,8,27,,39,55,38,6.400000000000003,0.0736478711162255,6.000000000000003,0.0690448791714614,32,30,52
20,B,all_agents,,,40,27,10,3,26,1,0.2604229758348336,0.20752873876995254,0.7038542225374184,0.01950214025490435,132,30,0.75,43,3.9767441860465116,1.2325581395348837,31.325,651,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B,participants_only,,,30,27,0,3,26,1,0.2781896834866719,0.22550268716368255,0.7038542225374184,0.02289747525512936,132,30,1.0,43,3.9767441860465116,1.2325581395348837,25.1,651,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B,nonparticipants_only,,,10,0,10,0,0,0,0.20712285287931864,0.18237981086351734,0.5275351303349654,0.005528264444798629,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B,step_totals,,,,,,,,,,,,,,,,,,,,,79.40000000000009,,,18.0,0.2267002518891685,50.0,0.629722921914357,0.0,0.0,0.015118966480582429,0.26,0.0,0,13,13,43,,36,50,33,5.400000000000002,0.06801007556675058,6.000000000000003,0.07556675062972287,27,30,33
20,B,reachability,0.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B,all_agents,,,40,29,10,1,28,1,0.2647140612080154,0.21296401619671546,0.7008046382816472,0.020508624419082744,137,30,0.75,43,3.9767441860465116,1.2325581395348837,31.2,687,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B,participants_only,,,30,29,0,1,28,1,0.28374449274320196,0.22854341224679472,0.7008046382816472,0.024119081467035845,137,30,1.0,43,3.9767441860465116,1.2325581395348837,24.933333333333334,687,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B,nonparticipants_only,,,10,0,10,0,0,0,0.20762276660245574,0.18422289180533657,0.5248974546832905,0.005331365382238357,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.70000000000009,,,19.5,0.22491349480968836,55.0,0.6343713956170697,0.0,0.0,0.013831091906170769,0.09090909090909091,0.0,0,5,9,27,,39,55,38,6.200000000000003,0.07151095732410608,6.000000000000003,0.06920415224913491,31,30,52
22,B,all_agents,,,40,29,10,1,28,1,0.2687708247404519,0.21620936204229932,0.7127724527503813,0.021794338186528248,143,30,0.75,43,3.9767441860465116,1.2325581395348837,31.325,727,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,B,participants_only,,,30,29,0,1,28,1,0.2889885063891627,0.2325820440785169,0.7127724527503813,0.025709436668553843,143,30,1.0,43,3.9767441860465116,1.2325581395348837,25.1,727,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,B,nonparticipants_only,,,10,0,10,0,0,0,0.20811777979431947,0.1851160531979273,0.5222729674098741,0.005143986925468054,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,B,step_totals,,,,,,,,,,,,,,,,,,,,,78.90000000000008,,,17.5,0.2217997465145752,50.0,0.6337135614702148,0.0,0.0,0.014510588703874788,0.12,0.0,0,6,13,42,,35,50,32,5.400000000000002,0.06844106463878323,6.000000000000003,0.07604562737642581,27,30,32
23,B,all_agents,,,40,29,10,1,28,1,0.2728198682804864,0.2181075906099737,0.724261554640366,0.02278057885464147,149,30,0.75,43,3.9767441860465116,1.2325581395348837,31.2,762,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,B,participants_only,,,30,29,0,1,28,1,0.2942235447447335,0.23372062391004317,0.724261554640366,0.026887446710875552,149,30,1.0,43,3.9767441860465116,1.2325581395348837,24.933333333333334,762,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,B,nonparticipants_only,,,10,0,10,0,0,0,0.20860883888774495,0.18527844548905106,0.5196616025728247,0.004962566891705227,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.5000000000001,,,19.5,0.22543352601156044,55.0,0.6358381502890166,0.0,0.0,0.013224985488089532,0.10909090909090909,0.0,0,6,10,27,,39,55,38,6.000000000000003,0.06936416184971093,6.000000000000003,0.06936416184971093,30,30,52
24,B,all_agents,,,40,30,10,0,29,1,0.27670850508048733,0.22000195574315265,0.7352910924547513,0.024047102736825317,150,30,0.75,43,3.9767441860465116,1.2325581395348837,31.325,802,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,B,participants_only,,,30,30,0,0,29,1,0.2992462806007753,0.2370312830075627,0.7352910924547513,0.02843435806202064,150,30,1.0,43,3.9767441860465116,1.2325581395348837,25.1,802,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,B,nonparticipants_only,,,10,0,10,0,0,0,0.20909517851962348,0.18682487310212423,0.5170632945599606,0.0047899208564046595,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,B,step_totals,,,,,,,,,,,,,,,,,,,,,78.70000000000007,,,17.5,0.22236340533672153,50.0,0.6353240152477758,0.0,0.0,0.014062101774709831,0.02,0.0,0,1,14,42,,35,50,32,5.200000000000002,0.0660736975857687,6.000000000000003,0.07623888182973312,26,30,32
25,B,all_agents,,,40,30,10,0,29,1,0.2805483125694565,0.22262239545218657,0.7458794487565613,0.025132736739065534,156,30,0.75,43,3.9767441860465116,1.2325581395348837,31.2,838,,,,,,,,,,,,,,,,,,,,,,,,,,,
