step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_make,time_share_make,time_practice,time_share_practice,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_make,count_practice,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
21,A,all_agents,,,40,28,10,2,27,1,0.27248508810850663,0.21509877302270203,0.7538066866862124,0.02567158274803562,161,30,0.75,51,4.784313725490196,2.0392156862745097,31.525,735,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A,participants_only,,,30,28,0,2,27,1,0.3056198932805197,0.24316654633926738,0.7538066866862124,0.028511008200007362,161,30,1.0,51,4.784313725490196,2.0392156862745097,25.366666666666667,735,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A,nonparticipants_only,,,10,0,10,0,0,0,0.1730806725924673,0.1609696267854464,0.39397794059143143,0.003978322626673202,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.3000000000001,,,58.0,0.649496080627099,19.5,0.21836506159014535,0.0,0.0,0.01360941732217624,0.08620689655172414,0.0,0,5,11,24,,58,39,37,5.8000000000000025,0.06494960806270993,6.000000000000003,0.06718924972004475,29,30,34
22,A,all_agents,,,40,28,10,2,27,1,0.27616317610827534,0.21522737858906593,0.763654419218764,0.026826882657896775,167,30,0.75,51,4.784313725490196,2.0392156862745097,31.725,774,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,A,participants_only,,,30,28,0,2,27,1,0.3102933940499891,0.24215876868731245,0.763654419218764,0.029836256371150068,167,30,1.0,51,4.784313725490196,2.0392156862745097,25.633333333333333,774,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,A,nonparticipants_only,,,10,0,10,0,0,0,0.17377252228313403,0.1627986574011858,0.3920080508884743,0.0038203001971503364,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.6000000000001,,,49.0,0.6314432989690714,17.0,0.21907216494845336,0.0,0.0,0.013681763083085613,0.12244897959183673,0.0,0,6,12,48,,49,34,33,5.600000000000002,0.07216494845360819,6.000000000000003,0.07731958762886593,28,30,35
23,A,all_agents,,,40,30,10,0,29,1,0.28035212957573014,0.21503495158434724,0.7731082424500134,0.028011651138497174,175,30,0.75,51,4.784313725490196,2.0392156862745097,31.5,815,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A,participants_only,,,30,30,0,0,29,1,0.3156498370020912,0.24694842922716387,0.7731082424500134,0.031142213508501947,175,30,1.0,51,4.784313725490196,2.0392156862745097,25.333333333333332,815,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A,nonparticipants_only,,,10,0,10,0,0,0,0.17445900729664704,0.16440673978582282,0.39004801063403194,0.0036688262337990613,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A,step_totals,,,,,,,,,,,,,,,,,,,,,88.1000000000001,,,58.0,0.6583427922814976,18.5,0.20998864926220182,0.0,0.0,0.013318474871114379,0.13793103448275862,0.0,0,8,12,23,,58,37,36,5.600000000000002,0.06356413166855841,6.000000000000003,0.06810442678774116,28,30,33
24,A,all_agents,,,40,30,10,0,29,1,0.2841603976010914,0.21624390142373193,0.7821839127520129,0.029250202662436088,182,30,0.75,51,4.784313725490196,2.0392156862745097,31.725,858,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,A,participants_only,,,30,30,0,0,29,1,0.3205003176154997,0.24612799315694273,0.7821839127520129,0.032543869265208164,182,30,1.0,51,4.784313725490196,2.0392156862745097,25.633333333333333,858,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,A,nonparticipants_only,,,10,0,10,0,0,0,0.1751406375578666,0.165556996225121,0.38809777058086176,0.003522125414276775,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
