step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
18,B,participants_only,,,30,22,0,8,22,0,0.26118427723048293,0.19696752363180578,0.6885651753282022,0.020986235521823597,134,30,1.0,60,4.166666666666667,1.45,25.733333333333334,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B,nonparticipants_only,,,10,0,10,0,0,0,0.16275939261063316,0.13520743279018627,0.4701150770131554,0.0066132195234734886,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B,step_totals,,,,,,,,,,,,,,,,,,,,,78.20000000000009,,,19.0,0.24296675191815828,0.0,0.0,47.0,0.6010230179028127,0.01401596672224594,0.06382978723404255,0.08196721311475418,1,3,9,53,,38,36,47,6.200000000000003,0.07928388746803064,6.000000000000003,0.07672634271099739,31,30,39
19,B,all_agents,,,40,23,10,7,23,0,0.24107484782241947,0.17844750487433658,0.701022568315074,0.02017338915783299,140,30,0.75,60,4.166666666666667,1.45,31.6,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B,participants_only,,,30,23,0,7,23,0,0.266927067896443,0.1982897606854033,0.701022568315074,0.022090298860575897,140,30,1.0,60,4.166666666666667,1.45,25.466666666666665,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B,nonparticipants_only,,,10,0,10,0,0,0,0.16351818760034886,0.13790313462275827,0.46776450162808964,0.0064026126565353185,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.1000000000001,,,19.5,0.22648083623693355,0.0,0.0,55.0,0.6387921022067357,0.014271379121319254,0.10909090909090909,0.0,0,6,12,28,,39,34,55,5.600000000000002,0.06504065040650402,6.000000000000003,0.06968641114982574,28,30,39
20,B,all_agents,,,40,25,10,5,25,0,0.2450932328118668,0.1784248076566765,0.7129816655824711,0.021301600481045225,148,30,0.75,61,4.360655737704918,1.459016393442623,31.775,618,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B,participants_only,,,30,25,0,5,25,0,0.2720337693145656,0.2039103883821581,0.7129816655824711,0.023433043983363905,148,30,1.0,61,4.360655737704918,1.459016393442623,25.7,618,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B,nonparticipants_only,,,10,0,10,0,0,0,0.1642716233037704,0.14054798838672078,0.4654256791199492,0.0061977598894502346,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B,step_totals,,,,,,,,,,,,,,,,,,,,,77.5000000000001,,,18.5,0.23870967741935453,0.0,0.0,47.0,0.606451612903225,0.0145162688443399,0.14893617021276595,0.08333333333333341,1,7,10,53,,37,36,47,6.000000000000003,0.07741935483870961,6.000000000000003,0.07741935483870961,30,30,38
20,B,reachability,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B,all_agents,,,40,27,10,3,27,0,0.24941693085255182,0.1820684269320155,0.7244623989591723,0.022461914372343746,152,30,0.75,61,4.360655737704918,1.459016393442623,31.575,654,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B,participants_only,,,30,27,0,3,27,0,0.27754952717518516,0.20530032876315651,0.7244623989591723,0.024783174213336596,152,30,1.0,61,4.360655737704918,1.459016393442623,25.433333333333334,654,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B,nonparticipants_only,,,10,0,10,0,0,0,0.16501914188465158,0.14171611282672802,0.46309855072434947,0.0060008191391382314,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
