step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
16,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.50000000000009,,,19.5,0.25490196078431343,45.0,0.5882352941176464,0.0,0.0,0.014734817558469657,0.044444444444444446,0.0,0,2,61,7,,39,45,37,5.400000000000002,0.07058823529411759,6.600000000000003,0.08627450980392151,27,33,41
17,C,all_agents,,,40,23,10,7,23,0,0.24492267489225159,0.18790684627484253,0.7024756298889852,0.02026498736830786,75,27,0.675,0,0.0,0.0,31.775,503,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,participants_only,,,30,23,0,7,23,0,0.27071866809059064,0.20664325289484872,0.7024756298889852,0.021440780669666527,75,27,0.9,0,0.0,0.0,25.7,503,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,nonparticipants_only,,,10,0,10,0,0,0,0.16753469529723442,0.1284702042550247,0.5740954254425793,0.008752408283166806,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,step_totals,,,,,,,,,,,,,,,,,,,,,89.80000000000008,,,20.0,0.22271714922048977,59.0,0.6570155902004449,0.0,0.0,0.014334844332031483,0.0847457627118644,0.0,0,5,26,15,,40,59,37,5.400000000000002,0.06013363028953226,5.400000000000002,0.06013363028953226,27,27,32
18,C,all_agents,,,40,23,10,7,23,0,0.2488362486051619,0.18889870029721023,0.7143766046934258,0.021292718996431797,79,28,0.7,0,0.0,0.0,32.075,537,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,participants_only,,,30,23,0,7,23,0,0.2756922284362173,0.20722080080109082,0.7143766046934258,0.022668358788475364,79,28,0.9333333333333333,0,0.0,0.0,26.1,537,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,nonparticipants_only,,,10,0,10,0,0,0,0.16826830911199556,0.1290776714230043,0.5712249483153664,0.008510875788068415,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.5000000000001,,,19.5,0.2549019607843134,45.0,0.5882352941176463,0.0,0.0,0.014468630709231198,0.08888888888888889,0.0,0,4,61,7,,39,45,37,5.400000000000002,0.07058823529411758,6.600000000000003,0.0862745098039215,27,33,41
19,C,all_agents,,,40,25,10,5,25,0,0.2534813045066488,0.19417394093124962,0.7258015405056888,0.02231038057047301,82,28,0.7,0,0.0,0.0,31.725,574,,,,,,,,,,,,,,,,,,,,,,,,,,,
