step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_idle,count_make,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
18,D,step_totals,,,,,,,,,,,,,,,,,,,,,78.2000000000001,20.0,0.2557544757033245,,,0.0,0.0,46.0,0.5882352941176463,0.013988231768160974,0.021739130434782608,0.0,0,1,5,57,40,,37,46,5.000000000000002,0.06393861892583114,7.200000000000004,0.09207161125319686,25,36,46
19,D,all_agents,,,40,25,10,5,25,0,0.2515563513854737,0.20464339784430108,0.7442302960513805,0.021700171953081087,82,26,0.65,0,0.0,0.0,30.9,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,participants_only,,,30,25,0,5,25,0,0.2721495237687702,0.21989619938956714,0.7442302960513805,0.022771602743277657,82,26,0.8666666666666667,0,0.0,0.0,24.533333333333335,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,nonparticipants_only,,,10,0,10,0,0,0,0.18977683423558422,0.15290439981667692,0.6412810968974135,0.01339693459679339,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,step_totals,,,,,,,,,,,,,,,,,,,,,85.20000000000009,20.0,0.23474178403755844,,,0.0,0.0,54.0,0.6338028169014078,0.01318736116185267,0.14814814814814814,0.0,0,8,13,32,40,,38,54,5.000000000000002,0.05868544600938963,6.200000000000003,0.07276995305164315,25,31,42
20,D,all_agents,,,40,25,10,5,25,0,0.25533674326298683,0.20577098578870123,0.7544610842093252,0.02272315020038895,86,27,0.675,0,0.0,0.0,31.05,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,participants_only,,,30,25,0,5,25,0,0.2769871955121641,0.22084054745438836,0.7544610842093252,0.02405928826333315,86,27,0.9,0,0.0,0.0,24.733333333333334,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,nonparticipants_only,,,10,0,10,0,0,0,0.19038538651545495,0.15434910914927974,0.6380746914129265,0.013089831020429474,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,step_totals,,,,,,,,,,,,,,,,,,,,,77.70000000000009,19.5,0.2509652509652507,,,0.0,0.0,46.0,0.5920205920205913,0.013874379578162923,0.08695652173913043,0.0,0,4,5,58,39,,36,46,5.200000000000002,0.06692406692406687,7.0000000000000036,0.09009009009009003,26,35,46
20,D,reachability,0.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,all_agents,,,40,26,10,4,26,0,0.2594469926962109,0.2061489596571573,0.7642826408409522,0.02372454915284722,92,27,0.675,0,0.0,0.0,30.85,618,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,participants_only,,,30,26,0,4,26,0,0.28226647435082275,0.22555453314986224,0.7642826408409522,0.025285548435323817,92,27,0.9,0,0.0,0.0,24.466666666666665,618,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,nonparticipants_only,,,10,0,10,0,0,0,0.1909885477323753,0.15780766348481282,0.6348843179558619,0.012792806389595417,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,step_totals,,,,,,,,,,,,,,,,,,,,,85.10000000000008,19.5,0.22914218566392458,,,0.0,0.0,54.0,0.6345475910693296,0.013502783945519863,0.1111111111111111,0.0,0,6,11,30,39,,37,54,5.400000000000002,0.06345475910693299,6.200000000000003,0.07285546415981195,27,31,41
22,D,all_agents,,,40,29,10,1,29,0,0.2631528216001015,0.20802322760365172,0.7737113352073142,0.024850905433248038,99,28,0.7,0,0.0,0.0,31.025,654,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,participants_only,,,30,29,0,1,29,0,0.28700814408984865,0.2250385107242519,0.7737113352073142,0.026690295459263876,99,28,0.9333333333333333,0,0.0,0.0,24.7,654,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,nonparticipants_only,,,10,0,10,0,0,0,0.19158685413086027,0.15907500060838348,0.6317098963660825,0.012503818422122517,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,step_totals,,,,,,,,,,,,,,,,,,,,,77.90000000000009,19.5,0.2503209242618739,,,0.0,0.0,46.0,0.590500641848523,0.01362364904660942,0.15217391304347827,0.0,0,7,5,58,39,,36,46,5.400000000000002,0.06931964056482665,7.0000000000000036,0.0898587933247753,27,35,46
23,D,all_agents,,,40,29,10,1,29,0,0.26689992436565574,0.21161273351272,0.7827628817990216,0.02589837001107577,103,28,0.7,0,0.0,0.0,30.825,688,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,participants_only,,,30,29,0,1,29,0,0.2918062390090733,0.22749657544193044,0.7827628817990216,0.027976380338780776,103,28,0.9333333333333333,0,0.0,0.0,24.433333333333334,688,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,nonparticipants_only,,,10,0,10,0,0,0,0.192180980435403,0.1590411847109994,0.6285513468842522,0.012220444918557746,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,step_totals,,,,,,,,,,,,,,,,,,,,,84.6000000000001,19.0,0.2245862884160754,,,0.0,0.0,54.0,0.6382978723404248,0.012580358937702178,0.07407407407407407,0.0,0,4,11,28,38,,35,54,5.600000000000002,0.06619385342789594,6.000000000000003,0.07092198581560279,28,30,41
24,D,all_agents,,,40,29,10,1,29,0,0.27029051057116626,0.21333442860864837,0.7914523665270607,0.026964785814069286,105,28,0.7,0,0.0,0.0,31.0,722,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,participants_only,,,30,29,0,1,29,0,0.29613071024259857,0.22902972250976586,0.7914523665270607,0.029300062876270294,105,28,0.9333333333333333,0,0.0,0.0,24.666666666666668,722,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,nonparticipants_only,,,10,0,10,0,0,0,0.19276991155686934,0.1604501001075722,0.625408590149831,0.011946363598752384,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,step_totals,,,,,,,,,,,,,,,,,,,,,78.1000000000001,19.5,0.2496798975672212,,,0.0,0.0,46.0,0.5889884763124192,0.012630628525596807,0.043478260869565216,0.0,0,2,5,58,39,,37,46,5.600000000000002,0.07170294494238151,7.0000000000000036,0.08962868117797688,28,35,47
25,D,all_agents,,,40,30,10,0,30,0,0.27420061153496006,0.21620437056180383,0.7997942718659783,0.028039120284580332,111,28,0.7,0,0.0,0.0,30.8,760,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,D,participants_only,,,30,30,0,0,30,0,0.301149285688292,0.23922794764303906,0.7997942718659783,0.030587845789828746,111,28,0.9333333333333333,0,0.0,0.0,24.4,760,,,,,,,,,,,,,,,,,,,,,,,,,,,
